ACTIONTYPE,ACTIONDATE,ASSISTANCETYPE,RECORDTYPE,FAIN,AWARDMODIFICATIONAMENDMENTNUM,URI,CORRECTIONLATEDELETEIND,FISCALYEARANDQTRCORRECTION,SAI_NUM,AWARDEEORRECIPIENTLEGALENTITYNAME,AWARDEEORRECIPIENTUNIQUEIDENTIFIER,LEGALENTITYADDRLINE1,LEGALENTITYADDRLINE2,LEGALENTITYADDRLINE3,LEGALENTITYCITYNAME,LEGALENTITYSTATECD,LEGALENTITYZIP5,LEGALENTITYZIPLAST4,LEGALENTITYCOUNTRYCD,LEGALENTITYFOREIGNCITYNAME,LEGALENTITYFOREIGNPROVINCENAME,LEGALENTITYFOREIGNPOSTALCD,LEGALENTITYCONGRESSIONALDISTRICT,BUSINESSTYPES,FUNDINGAGENCYCD,FUNDINGSUBTIERAGENCYCD,FUNDINGOFFICECD,AWARDINGAGENCYCD,AWARDINGSUBTIERAGENCYCD,AWARDINGOFFICECD,CFDA_NUM,PRIMPLACEOFPERFORMANCECD,PRIMPLACEOFPERFORMANCECOUNTRYCD,PRIMPLACEOFPERFORMANCEZIP+4,PRIMPLACEOFPERFORMANCEFOREIGNLOCATIONDESC,PRIMPLACEOFPERFORMANCECONGRESSIONALDISTRICT,AWARDDESC,PERIODOFPERFORMANCESTARTDATE,PERIODOFPERFORMANCECURRENTENDDATE,FEDERALACTIONOBLIGATION,NONFEDERALFUNDINGAMOUNT,FACEVALUEOFDIRECTLOANORLOANGUARANTEE,ORIGINALLOANSUBSIDYCOST,BUSINESSFUNDSINDICATOR
A,20200912,07,2,8200368201,1,,,,SAI Exempt,"R.I. Lyles and Associates, Inc.",,15606 QUAIL MOUNTAIN RD,,,POWAY,CA,92064,6222,USA,,,,52,R,073,7300,732990,073,7300,732990,59.008,CA**073,USA,,,52,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,14800.00,2015.76,NON
A,20200912,07,2,8200558210,1,,,,SAI Exempt,Shavs Upholstery Shop Inc,,12849 MADISON POINTE CIR APT 302,,,ORLANDO,FL,32821,6877,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,FL**095,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,49300.00,6714.66,NON
A,20200912,07,2,8200768203,1,,,,SAI Exempt,EMPLOYMENT RESEARCH CORPORATION,,305 E EISENHOWER PKWY SUITE 316,,,ANN ARBOR,MI,48108,3348,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,MI**161,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,125000.00,17025.00,NON
A,20200912,07,2,8200798201,1,,,,SAI Exempt,HARVEST GORDONSVILLE LLC,,6650 TACK HOUSE TRAIL,,,CENTREVILLE,VA,20120,1083,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,VA**109,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,125800.00,17133.96,NON
A,20200912,07,2,8201058204,1,,,,SAI Exempt,Sabz Ent inc,,14434 BELLAIRE BLVD STE 900,,,HOUSTON,TX,77083,7520,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,TX**201,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,100000.00,13620.00,NON
A,20200912,07,2,8201668210,1,,,,SAI Exempt,SIMO BOUYISSE,,2926 WINNETKA AVE N,,,NEW HOPE,MN,55427,2833,USA,,,,05,PR,073,7300,732990,073,7300,732990,59.008,MN**053,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,8000.00,1089.60,NON
A,20200912,07,2,8201688205,1,,,,SAI Exempt,DTC USA,,106 N MAPLE DR,,,BEVERLY HILLS,CA,90210,5503,USA,,,,33,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,33,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,93000.00,12666.60,NON
A,20200912,07,2,8201868200,1,,,,SAI Exempt,WILLIAM OATLEY,,126 COUNTRYSIDE ESTATES,,,SCOTT DEPOT,WV,25560,9556,USA,,,,02,PR,073,7300,732990,073,7300,732990,59.008,WV**079,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24200.00,3296.04,NON
A,20200912,07,2,8202128203,1,,,,SAI Exempt,"INLE RESTAURANT GROUP, INC",,1298 CHURCH ST,,,SAN FRANCISCO,CA,94114,3918,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,CA**075,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,113400.00,15445.08,NON
A,20200912,07,2,8205118206,1,,,,SAI Exempt,Reinvigorate Wellness LLC,,1236 CYPRESS LN,,,LANCASTER,TX,75146,2100,USA,,,,30,R,073,7300,732990,073,7300,732990,59.008,TX**113,USA,,,30,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,13900.00,1893.18,NON
A,20200912,07,2,8205308204,1,,,,SAI Exempt,SERENITY WAY PERSONAL CARE HOME LLC,,61 WILLOW LAKES DR,,,SAVANNAH,GA,31419,9139,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,GA**051,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,13000.00,1770.60,NON
A,20200912,07,2,8206498206,1,,,,SAI Exempt,DJILY FALL,,5921 HILLARY STREET,,,DAYTON,OH,45426,1482,USA,,,,10,PR,073,7300,732990,073,7300,732990,59.008,OH**113,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,30700.00,4181.34,NON
A,20200912,07,2,8208908202,1,,,,SAI Exempt,OFORI LAW FIRM LLC,,14421 FAIRDALE RD,,,SILVER SPRING,MD,20905,6521,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,MD**031,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,41500.00,5652.30,NON
A,20200912,07,2,8209338210,1,,,,SAI Exempt,FreshQue Nonprofit Organization,,5151 BENT TREE FOREST DR,,,DALLAS,TX,75248,3480,USA,,,,24,MR,073,7300,732990,073,7300,732990,59.008,TX**113,USA,,,24,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,7600.00,1035.12,NON
A,20200914,07,2,8213728201,1,,,,SAI Exempt,TYLER COMMUNICATIONS INC.,,5922 MEMORIAL DRIVE,,,STONE MOUNTAIN,GA,30083,3430,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,GA**089,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,107500.00,14641.50,NON
A,20200914,07,2,8217348202,1,,,,SAI Exempt,KE SOLUTIONS INC,,16699 COLLINS AVE APT 3308,,,SUNNY ISL BCH,FL,33160,5422,USA,,,,23,R,073,7300,732990,073,7300,732990,59.008,FL**086,USA,,,23,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,98000.00,13347.60,NON
A,20200914,07,2,8217878208,1,,,,SAI Exempt,YOUNG K. CHONG,,738 S PLYMOUTH BLVD UNIT D,,,LOS ANGELES,CA,90005,3796,USA,,,,37,PR,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,37,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,41000.00,5584.20,NON
A,20200914,07,2,8220628204,1,,,,SAI Exempt,MANDY WARD,,46 S BISHOP ST,,,WESTMINSTER,MD,21157,5408,USA,,,,08,PR,073,7300,732990,073,7300,732990,59.008,MD**013,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,18000.00,2451.60,NON
A,20200914,07,2,8221498204,1,,,,SAI Exempt,ALICIA LOPEZ,,2728 31ST STREET,,,COLUMBUS,NE,68601,3822,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,NE**141,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24300.00,3309.66,NON
A,20200914,07,2,8225128206,1,,,,SAI Exempt,PETER ZIMMER,,1177 ANDERSON AVE APT 6A,,,BRONX,NY,10452,3804,USA,,,,15,PR,073,7300,732990,073,7300,732990,59.008,NY**005,USA,,,15,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,14600.00,1988.52,NON
A,20200914,07,2,8221988209,1,,,,SAI Exempt,"Adams & Adams, P.A.",,550 BILTMORE WAY SUITE 1200,,,CORAL GABLES,FL,33134,5721,USA,,,,27,R,073,7300,732990,073,7300,732990,59.008,FL**086,USA,,,27,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,51500.00,7014.30,NON
A,20200914,07,2,8222138203,1,,,,SAI Exempt,JOLEEN BORDEN,,2047 AMY ST,,,MEDFORD,OR,97504,4840,USA,,,,02,PR,073,7300,732990,073,7300,732990,59.008,OR**029,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,29800.00,4058.76,NON
A,20200914,07,2,8224048204,1,,,,SAI Exempt,Lemon Grass Enterprise LLC,,12 Birch Lane,,,Moultonboro,NH,03254,4007,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,NH**003,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,50000.00,6810.00,NON
A,20200914,07,2,8224058207,1,,,,SAI Exempt,PATRICIA GILLARD,,26 RIVER AVENUE,,,EAST MORICHES,NY,11940,0001,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,NY**103,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,43500.00,5924.70,NON
A,20200914,07,2,8224428200,1,,,,SAI Exempt,Lakeview Mobile Services L.L.C,,27727 JOAN ST,,,ST CLR SHORES,MI,48081,1425,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,MI**099,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,22100.00,3010.02,NON
A,20200914,07,2,8224598205,1,,,,SAI Exempt,"D'Intino Law Firm, LLC",,901 N PENN ST UNIT R701,,,PHILADELPHIA,PA,19123,0001,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,PA**101,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,37300.00,5080.26,NON
A,20200914,07,2,8225138209,1,,,,SAI Exempt,"GMH Investment & Marketing, Corp.",,11113 PACIFICA STREET,,,WELLINGTON,FL,33449,8340,USA,,,,21,R,073,7300,732990,073,7300,732990,59.008,FL**099,USA,,,21,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,83600.00,11386.32,NON
A,20200914,07,2,8226178201,1,,,,SAI Exempt,JC DISCOUNT FUEL OIL INC,,45 MIDDLE COUNTRY RD,,,CORAM,NY,11727,4434,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,NY**103,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,150000.00,20430.00,NON
A,20200914,07,2,8227448201,1,,,,SAI Exempt,"MALTED CAPTAL, INC",,7580 MIRAMAR RD,,,SAN DIEGO,CA,92126,4252,USA,,,,52,R,073,7300,732990,073,7300,732990,59.008,CA**073,USA,,,52,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,61300.00,8349.06,NON
A,20200914,07,2,8230938207,1,,,,SAI Exempt,ALNICKS TRUCKING LLC,,453 Village Way,,,Loganville,GA,30052,6916,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,GA**297,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,32500.00,4426.50,NON
A,20200914,07,2,8232078202,1,,,,SAI Exempt,Ready to Assemble,,11034 E NORTH HONEY RUN RD,,,PEKIN,IN,47165,8447,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,IN**175,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,9700.00,1321.14,NON
A,20200914,07,2,8232428200,1,,,,SAI Exempt,235 SMP LLC,,1453 LINOVIA AVE,,,LOS ANGELES,CA,90035,0001,USA,,,,37,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,37,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,111300.00,15159.06,NON
A,20200914,07,2,8234658203,1,,,,SAI Exempt,SPUD ENTERPRISES LLC,,2507 DEERFORD ST,,,LAKEWOOD,CA,90712,3355,USA,,,,47,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,47,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,47600.00,6483.12,NON
A,20200914,07,2,8240828202,1,,,,SAI Exempt,Pro Tech Fire & Security LLC,,8034 HILLS PKWY,,,MONTGOMERY,TX,77316,9515,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,TX**201,USA,,,18,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,139300.00,18972.66,NON
A,20200914,07,2,8241668204,1,,,,SAI Exempt,VICENTE PINO,,19531 CLIFFSAGE CT,,,CYPRESS,TX,77433,7501,USA,,,,10,PR,073,7300,732990,073,7300,732990,59.008,TX**201,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,65800.00,8961.96,NON
A,20200914,07,2,8244208201,1,,,,SAI Exempt,T MARCINCZYK & SON,,3185 BORDENTOWN AVE,,,PARLIN,NJ,08859,1161,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,NJ**023,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,131600.00,17923.92,NON
A,20200914,07,2,8245628200,1,,,,SAI Exempt,"APUS ENTERPRISES, LTD.",,357 WEST 55TH STREET APT 5J,,,NEW YORK,NY,10019,4527,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,NY**061,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,30400.00,4140.48,NON
A,20200914,07,2,8247498202,1,,,,SAI Exempt,HULFACHOR INVESTMENTS LLC,,5073 N 200 WEST,,,PATOKA,IN,47666,9042,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,IN**051,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,9300.00,1266.66,NON
A,20200914,07,2,8247508203,1,,,,SAI Exempt,MICHELLE STEVENS NURSING SERVICES LLC,,1825 NW CANYON VIEW DR,,,PULLMAN,WA,99163,3782,USA,,,,05,R,073,7300,732990,073,7300,732990,59.008,WA**075,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,95200.00,12966.24,NON
A,20200914,07,2,8247908205,1,,,,SAI Exempt,"Project Admission, Inc.",,2110 ASHWOOD AVE,,,NASHVILLE,TN,37212,4911,USA,,,,05,R,073,7300,732990,073,7300,732990,59.008,TN**037,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,15100.00,2056.62,NON
A,20200914,07,2,8247928200,1,,,,SAI Exempt,"THE MARY J. GLEASON 1999 TRUST DATED SEPTEMBER 18, 1999",,1335 S PRAIRIE AVE 1901,,,CHICAGO,IL,60605,3143,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,IL**031,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,18000.00,2451.60,NON
A,20200914,07,2,8248038206,1,,,,SAI Exempt,"CALLSTEWARD.COM, LLC",,13 WINTER ST,,,DOVER FOXCROFT,ME,04426,1022,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,ME**021,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,48400.00,6592.08,NON
A,20200915,07,2,8251628207,1,,,,SAI Exempt,ALL FUN INC,,5158 N 76TH PL,,,SCOTTSDALE,AZ,85250,7703,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,AZ**013,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,149000.00,20293.80,NON
A,20200915,07,2,8252158210,1,,,,SAI Exempt,"Carpco Efficient Energy Co., LLC",,6 AIRPORT ROAD,,,GLADEWATER,TX,75647,9300,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,TX**183,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,12700.00,1729.74,NON
A,20200915,07,2,8252168202,1,,,,SAI Exempt,Beauty Kingdom USA Corp.,,1317 BROADWAY,,,BROOKLYN,NY,11221,3609,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,NY**047,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,50000.00,6810.00,NON
A,20200915,07,2,8252618206,1,,,,SAI Exempt,EMERALD COAST ENTERPRISES INC,,1506 CROSS LAKE BLVD,,,SHREVEPORT,LA,71109,1917,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,LA**119,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,25000.00,3405.00,NON
A,20200915,07,2,8252868200,1,,,,SAI Exempt,MICHIGAN YOUTH BALLET INC,,58699 11 MILE ROAD,,,SALINE,MI,48176,0001,USA,,,,07,MR,073,7300,732990,073,7300,732990,59.008,MI**125,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,5800.00,789.96,NON
A,20200915,07,2,8254488208,1,,,,SAI Exempt,"SJK GROUP, INC.",,136 CYPRESS AVE,,,SANTA CLARA,CA,95050,2014,USA,,,,17,R,073,7300,732990,073,7300,732990,59.008,CA**085,USA,,,17,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,38200.00,5202.84,NON
A,20200915,07,2,8254788204,1,,,,SAI Exempt,JAYCEE THOMAS,,2239 MARTIN WAY,,,JONESBORO,GA,30236,2755,USA,,,,13,PR,073,7300,732990,073,7300,732990,59.008,GA**063,USA,,,13,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,6600.00,898.92,NON
A,20200915,07,2,8255538201,1,,,,SAI Exempt,"Harvest Holly Springs, LLC",,7304 GB ALFORD HWY,,,HOLLY SPRINGS,NC,27540,7692,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,NC**183,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,125400.00,17079.48,NON
A,20200915,07,2,8256038206,1,,,,SAI Exempt,SMART CHOICE INNOVATIONS LLC,,5350 ACTON HWY,,,GRANBURY,TX,76049,2948,USA,,,,11,R,073,7300,732990,073,7300,732990,59.008,TX**221,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,67200.00,9152.64,NON
A,20200915,07,2,8256418202,1,,,,SAI Exempt,Solid Pivot Inc,,10880 WILSHIRE BLVD SUITE 1101,,,LOS ANGELES,CA,90024,4112,USA,,,,33,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,33,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,43600.00,5938.32,NON
A,20200915,07,2,8257498206,1,,,,SAI Exempt,"Colonial Dental Associates, PC",,1091 GENERAL KNOX ROAD,,,WASHINGTON CROSSING,PA,18977,1359,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,PA**017,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,49000.00,6673.80,NON
A,20200915,07,2,8258938209,1,,,,SAI Exempt,Alberto Panero DO Incorporated,,5201 DEL RIO RD,,,SACRAMENTO,CA,95822,2518,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,CA**067,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,120200.00,16371.24,NON
A,20200915,07,2,8259328205,1,,,,SAI Exempt,Jorgensen Construction Inc,,11037 CLAY DR,,,WESTMINSTER,CO,80234,4695,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,CO**001,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,122200.00,16643.64,NON
A,20200915,07,2,8259428200,1,,,,SAI Exempt,DAO HEUNG LLC,,1109 MAUNAKEA ST 219,,,HONOLULU,HI,96817,5156,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,HI**003,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,63200.00,8607.84,NON
A,20200915,07,2,8263578202,1,,,,SAI Exempt,"Clbcarch, Inc",,41 BETHPAGE RD,,,HICKSVILLE,NY,11801,1514,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,NY**059,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,36000.00,4903.20,NON
A,20200915,07,2,8270958207,1,,,,SAI Exempt,TAHIRIT S. VALBUENA,,2778 MONTICELLO WAY,,,KISSIMMEE,FL,34741,7011,USA,,,,09,PR,073,7300,732990,073,7300,732990,59.008,FL**097,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,8800.00,1198.56,NON
A,20200915,07,2,8272068204,1,,,,SAI Exempt,GARY HANSON,,2016 E COLUMBINE CIRCLE,,,PAYSON,AZ,85541,2947,USA,,,,04,PR,073,7300,732990,073,7300,732990,59.008,AZ**007,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,105600.00,14382.72,NON
